  1.425   0.878   0.592 
  1.484   0.959   0.549 
  1.327   0.878   0.542 
  1.416   0.904   0.697 
  1.499   0.745   0.582 
  1.592   0.723   0.666 
  1.487   0.671   0.480 
  1.370   0.665   0.392 
  1.366   0.731   0.298 
  1.383   0.567   0.346 
  1.275   0.686   0.444 
  1.539   0.590   0.483 
  0.195   1.215   0.399 
  0.129   1.299   0.405 
  0.186   1.164   0.299 
  0.159   1.141   0.466 
  0.346   1.240   0.417 
  0.408   1.275   0.315 
  0.391   1.247   0.540 
  0.342   1.192   0.666 
  0.424   1.165   0.732 
  0.280   1.265   0.714 
  0.290   1.106   0.640 
  0.491   1.274   0.544 
  1.607   1.549   1.336 
  1.593   1.435   1.346 
  1.518   1.605   1.379 
  1.631   1.577   1.231 
  1.723   1.571   1.437 
  1.833   1.595   1.394 
  1.705   1.557   1.568 
  1.584   1.507   1.631 
  1.614   1.457   1.714 
  1.499   1.575   1.669 
  1.539   1.428   1.566 
  1.772   1.595   1.633 
  0.563   1.726   1.992 
  0.632   1.806   1.995 
  0.526   1.709   2.092 
  0.615   1.644   1.963 
  0.445   1.741   1.901 
  0.400   1.846   1.867 
  0.379   1.633   1.863 
  0.417   1.497   1.903 
  0.481   1.474   1.990 
  0.327   1.444   1.939 
  0.467   1.431   1.830 
  0.291   1.646   1.813 
  0.412   1.535   0.969 
  0.366   1.534   0.868 
  0.354   1.601   1.040 
  0.516   1.579   0.979 
  0.405   1.391   1.025 
  0.508   1.328   1.034 
  0.300   1.363   1.095 
  0.169   1.421   1.117 
  0.100   1.359   1.069 
  0.154   1.432   1.223 
  0.166   1.515   1.070 
  0.307   1.266   1.132 
  2.300   2.895   2.848 
  2.237   2.828   2.784 
  2.374   2.953   2.787 
  2.354   2.814   2.898 
  2.219   2.975   2.954 
  2.134   2.929   3.028 
  2.241   3.105   2.970 
  2.325   3.194   2.903 
  2.422   3.151   2.912 
  2.310   3.198   2.795 
  2.322   3.298   2.937 
  2.186   3.152   3.036 
  2.348   0.549   1.424 
  2.322   0.603   1.332 
  2.455   0.556   1.434 
  2.326   0.442   1.424 
  2.292   0.618   1.544 
  2.373   0.644   1.638 
  2.169   0.665   1.533 
  2.068   0.641   1.429 
  2.094   0.621   1.324 
  2.010   0.563   1.471 
  2.002   0.727   1.436 
  2.146   0.732   1.604 
  1.788   1.926   2.124 
  1.803   1.917   2.232 
  1.875   1.866   2.083 
  1.803   2.026   2.096 
  1.647   1.882   2.098 
  1.559   1.902   2.184 
  1.610   1.801   2.002 
  1.705   1.754   1.900 
  1.652   1.676   1.844 
  1.734   1.840   1.837 
  1.796   1.716   1.943 
  1.519   1.753   2.014 
  2.805   0.329   2.407 
  2.823   0.249   2.333 
  2.702   0.329   2.401 
  2.834   0.427   2.361 
  2.871   0.295   2.541 
  2.808   0.214   2.612 
  2.990   0.339   2.581 
  3.069   0.428   2.502 
  3.148   0.460   2.562 
  3.094   0.394   2.403 
  3.024   0.520   2.475 
  3.030   0.310   2.671 
  0.921   1.239   0.446 
  0.950   1.172   0.521 
  0.957   1.197   0.357 
  0.959   1.340   0.474 
  0.764   1.253   0.446 
  0.699   1.208   0.538 
  0.700   1.306   0.344 
  0.753   1.379   0.233 
  0.829   1.447   0.263 
  0.808   1.314   0.175 
  0.672   1.420   0.165 
  0.599   1.302   0.358 
  1.996   2.241   2.081 
  1.954   2.217   2.177 
  1.915   2.298   2.026 
  2.018   2.153   2.023 
  2.132   2.312   2.092 
  2.230   2.264   2.034 
  2.146   2.420   2.171 
  2.041   2.478   2.248 
  1.939   2.449   2.212 
  2.049   2.458   2.356 
  2.049   2.583   2.235 
  2.242   2.465   2.172 
  2.793   0.763   0.820 
  2.760   0.659   0.817 
  2.743   0.809   0.903 
  2.739   0.803   0.730 
  2.946   0.787   0.829 
  3.005   0.832   0.732 
  3.012   0.741   0.929 
  2.966   0.700   1.058 
  2.970   0.591   1.063 
  3.030   0.752   1.127 
  2.868   0.733   1.080 
  3.110   0.764   0.920 
  0.223   1.855   1.254 
  0.301   1.927   1.257 
  0.244   1.767   1.193 
  0.133   1.911   1.219 
  0.188   1.822   1.402 
  0.088   1.874   1.452 
  0.263   1.735   1.471 
  0.362   1.640   1.430 
  0.463   1.677   1.455 
  0.356   1.547   1.481 
  0.365   1.608   1.322 
  0.228   1.711   1.560 
  1.282   0.363   1.565 
  1.249   0.266   1.524 
  1.192   0.419   1.590 
  1.328   0.412   1.482 
  1.377   0.368   1.680 
  1.402   0.259   1.729 
  1.440   0.483   1.712 
  1.406   0.617   1.668 
  1.426   0.639   1.564 
  1.306   0.635   1.685 
  1.463   0.691   1.731 
  1.491   0.473   1.799 
  1.440   1.265   1.069 
  1.468   1.368   1.096 
  1.452   1.258   0.964 
  1.330   1.261   1.090 
  1.529   1.164   1.142 
  1.593   1.204   1.238 
  1.539   1.039   1.098 
  1.480   0.985   0.975 
  1.455   0.884   0.981 
  1.390   1.039   0.932 
  1.557   0.976   0.895 
  1.598   0.968   1.142 
  2.769   1.517   0.295 
  2.779   1.459   0.384 
  2.765   1.621   0.324 
  2.678   1.487   0.242 
  2.887   1.484   0.204 
  2.976   1.563   0.187 
  2.905   1.362   0.156 
  2.819   1.253   0.187 
  2.866   1.179   0.126 
  2.822   1.221   0.287 
  2.714   1.271   0.164 
  2.992   1.347   0.115 
  2.335   0.014   1.855 
  2.245  -0.024   1.803 
  2.315   0.121   1.896 
  2.422   0.022   1.791 
  2.384  -0.090   1.958 
  2.505  -0.095   1.980 
  2.306  -0.161   2.046 
  2.158  -0.135   2.055 
  2.107  -0.119   1.956 
  2.104  -0.223   2.085 
  2.142  -0.052   2.124 
  2.344  -0.226   2.118 
  2.219   1.010   1.986 
  2.167   0.959   2.064 
  2.316   1.045   2.031 
  2.172   1.101   1.955 
  2.254   0.919   1.859 
  2.200   0.942   1.752 
  2.353   0.824   1.862 
  2.424   0.782   1.984 
  2.495   0.696   1.956 
  2.477   0.869   2.025 
  2.359   0.752   2.059 
  2.369   0.771   1.774 
  2.484   1.052   2.264 
  2.567   1.036   2.200 
  2.435   0.953   2.277 
  2.402   1.109   2.227 
  2.518   1.081   2.407 
  2.632   1.124   2.444 
  2.422   1.073   2.507 
  2.286   1.027   2.490 
  2.224   1.073   2.569 
  2.251   1.066   2.395 
  2.286   0.917   2.504 
  2.453   1.117   2.588 
  2.298   2.274   0.324 
  2.217   2.348   0.327 
  2.256   2.175   0.348 
  2.358   2.297   0.408 
  2.364   2.272   0.184 
  2.301   2.330   0.097 
  2.483   2.206   0.166 
  2.579   2.155   0.263 
  2.532   2.114   0.355 
  2.633   2.083   0.202 
  2.643   2.239   0.291 
  2.504   2.171   0.067 
  2.225   2.077   1.741 
  2.178   2.120   1.652 
  2.245   2.152   1.818 
  2.320   2.049   1.697 
  2.163   1.951   1.782 
  2.131   1.937   1.898 
  2.114   1.864   1.694 
  2.141   1.868   1.551 
  2.217   1.936   1.520 
  2.177   1.775   1.525 
  2.037   1.886   1.513 
  2.070   1.778   1.716 
  0.928   2.883   1.211 
  1.026   2.921   1.246 
  0.846   2.894   1.278 
  0.928   2.777   1.216 
  0.883   2.946   1.079 
  0.939   3.045   1.039 
  0.811   2.884   0.997 
  0.758   2.750   1.006 
  0.829   2.684   0.962 
  0.736   2.708   1.108 
  0.668   2.745   0.953 
  0.801   2.927   0.905 
  0.448   2.322   2.061 
  0.479   2.277   2.153 
  0.507   2.400   2.025 
  0.350   2.357   2.074 
  0.457   2.202   1.961 
  0.476   2.234   1.846 
  0.400   2.091   1.995 
  0.355   2.030   2.120 
  0.426   1.956   2.150 
  0.335   2.103   2.192 
  0.255   1.977   2.102 
  0.375   2.032   1.916 
  1.951   2.532   0.470 
  1.849   2.535   0.438 
  2.009   2.442   0.437 
  1.944   2.521   0.577 
  2.007   2.662   0.419 
  2.003   2.758   0.493 
  2.039   2.678   0.293 
  2.022   2.578   0.187 
  2.070   2.627   0.098 
  2.079   2.483   0.219 
  1.915   2.567   0.169 
  2.071   2.767   0.269 
  2.345   2.866   0.445 
  2.241   2.887   0.421 
  2.355   2.755   0.455 
  2.372   2.903   0.549 
  2.439   2.912   0.330 
  2.512   3.012   0.339 
  2.467   2.822   0.229 
  2.425   2.679   0.216 
  2.319   2.678   0.191 
  2.456   2.626   0.301 
  2.467   2.623   0.135 
  2.539   2.832   0.160 
  0.372   2.633   1.045 
  0.471   2.615   1.001 
  0.299   2.647   0.966 
  0.383   2.730   1.101 
  0.331   2.508   1.124 
  0.404   2.465   1.207 
  0.224   2.435   1.092 
  0.106   2.472   1.014 
  0.020   2.453   1.085 
  0.112   2.580   0.992 
  0.096   2.418   0.920 
  0.214   2.359   1.151 
  2.389   2.788   1.277 
  2.302   2.853   1.279 
  2.379   2.727   1.187 
  2.400   2.723   1.368 
  2.499   2.893   1.246 
  2.543   2.894   1.130 
  2.503   3.008   1.321 
  2.457   3.033   1.456 
  2.530   3.101   1.496 
  2.362   3.091   1.437 
  2.450   2.942   1.513 
  2.552   3.085   1.281 
  0.180   1.762   2.287 
  0.160   1.829   2.372 
  0.261   1.801   2.227 
  0.094   1.750   2.218 
  0.208   1.622   2.340 
  0.112   1.547   2.350 
  0.324   1.578   2.383 
  0.432   1.671   2.422 
  0.465   1.725   2.337 
  0.405   1.743   2.499 
  0.516   1.613   2.451 
  0.335   1.482   2.409 
  2.221   1.876   0.680 
  2.123   1.834   0.682 
  2.292   1.808   0.637 
  2.259   1.902   0.780 
  2.235   2.009   0.606 
  2.328   2.030   0.523 
  2.158   2.108   0.643 
  2.047   2.112   0.738 
  2.022   2.220   0.750 
  1.961   2.063   0.699 
  2.073   2.070   0.835 
  2.188   2.203   0.613 
  1.612   0.118   1.082 
  1.616   0.087   0.976 
  1.602   0.029   1.153 
  1.524   0.177   1.094 
  1.731   0.198   1.117 
  1.825   0.214   1.039 
  1.720   0.272   1.230 
  1.623   0.256   1.334 
  1.514   0.258   1.312 
  1.640   0.176   1.402 
  1.615   0.345   1.392 
  1.798   0.340   1.248 
  0.755   0.915   0.803 
  0.721   0.816   0.777 
  0.756   0.958   0.703 
  0.858   0.908   0.822 
  0.664   0.985   0.900 
  0.558   0.926   0.938 
  0.692   1.109   0.942 
  0.806   1.191   0.897 
  0.758   1.277   0.846 
  0.856   1.223   0.996 
  0.876   1.140   0.830 
  0.622   1.158   0.996 
  1.241   1.242   0.619 
  1.341   1.284   0.633 
  1.229   1.182   0.530 
  1.180   1.336   0.611 
  1.194   1.168   0.743 
  1.180   1.051   0.731 
  1.179   1.234   0.853 
  1.197   1.377   0.877 
  1.170   1.397   0.979 
  1.301   1.407   0.863 
  1.126   1.439   0.822 
  1.131   1.177   0.927 
  1.643   2.113   1.506 
  1.592   2.108   1.409 
  1.744   2.068   1.507 
  1.582   2.060   1.576 
  1.653   2.256   1.551 
  1.581   2.339   1.499 
  1.721   2.282   1.664 
  1.802   2.198   1.754 
  1.748   2.108   1.780 
  1.902   2.179   1.705 
  1.825   2.249   1.838 
  1.700   2.370   1.708 
  1.529   0.580   2.040 
  1.469   0.546   2.123 
  1.540   0.684   2.064 
  1.488   0.571   1.941 
  1.662   0.518   2.022 
  1.702   0.481   1.910 
  1.748   0.533   2.126 
  1.726   0.587   2.254 
  1.695   0.692   2.246 
  1.645   0.538   2.301 
  1.815   0.578   2.315 
  1.839   0.490   2.114 
  2.252   1.866   2.421 
  2.280   1.768   2.442 
  2.342   1.930   2.422 
  2.190   1.903   2.502 
  2.177   1.875   2.294 
  2.077   1.806   2.285 
  2.233   1.934   2.183 
  2.368   1.985   2.164 
  2.431   1.907   2.209 
  2.402   2.008   2.067 
  2.376   2.067   2.237 
  2.175   1.932   2.103 
  2.608   0.496   2.729 
  2.681   0.431   2.684 
  2.649   0.583   2.773 
  2.573   0.439   2.812 
  2.493   0.524   2.632 
  2.381   0.473   2.648 
  2.500   0.630   2.549 
  2.611   0.726   2.519 
  2.706   0.675   2.505 
  2.596   0.777   2.426 
  2.629   0.797   2.597 
  2.416   0.649   2.496 
  2.576   2.413   2.228 
  2.675   2.428   2.187 
  2.569   2.320   2.295 
  2.516   2.381   2.149 
  2.521   2.543   2.274 
  2.417   2.583   2.223 
  2.598   2.630   2.344 
  2.725   2.605   2.407 
  2.703   2.574   2.509 
  2.775   2.517   2.357 
  2.791   2.692   2.410 
  2.567   2.726   2.346 
  0.821   1.613   2.777 
  0.862   1.591   2.871 
  0.904   1.658   2.727 
  0.743   1.691   2.781 
  0.777   1.491   2.697 
  0.702   1.503   2.602 
  0.840   1.374   2.717 
  0.788   1.249   2.665 
  0.682   1.239   2.635 
  0.845   1.213   2.577 
  0.793   1.182   2.743 
  0.915   1.368   2.786 
  2.783   0.955   1.862 
  2.740   1.043   1.901 
  2.712   0.875   1.885 
  2.875   0.925   1.908 
  2.809   0.953   1.707 
  2.842   1.061   1.652 
  2.784   0.841   1.640 
  2.760   0.706   1.693 
  2.656   0.703   1.727 
  2.784   0.619   1.623 
  2.823   0.679   1.785 
  2.801   0.841   1.539 
  2.522   1.535   1.497 
  2.439   1.520   1.560 
  2.548   1.451   1.429 
  2.615   1.544   1.564 
  2.488   1.668   1.423 
  2.393   1.659   1.342 
  2.540   1.780   1.468 
  2.642   1.804   1.571 
  2.646   1.736   1.655 
  2.740   1.808   1.523 
  2.637   1.908   1.613 
  2.500   1.867   1.424 
  1.085   1.808   2.008 
  1.023   1.787   2.100 
  1.042   1.900   1.970 
  1.075   1.732   1.931 
  1.235   1.823   2.044 
  1.311   1.770   1.966 
  1.263   1.897   2.150 
  1.185   1.991   2.230 
  1.104   1.936   2.284 
  1.239   2.054   2.305 
  1.146   2.071   2.175 
  1.358   1.883   2.178 
  0.961   2.547   1.633 
  0.890   2.483   1.586 
  0.933   2.549   1.738 
  0.950   2.645   1.595 
  1.106   2.491   1.621 
  1.192   2.514   1.708 
  1.136   2.412   1.519 
  1.274   2.396   1.480 
  1.320   2.472   1.418 
  1.340   2.369   1.565 
  1.284   2.309   1.419 
  1.063   2.387   1.452 
  1.712   0.931   1.427 
  1.691   0.998   1.348 
  1.635   0.938   1.495 
  1.809   0.954   1.470 
  1.705   0.795   1.370 
  1.657   0.778   1.259 
  1.728   0.690   1.454 
  1.760   0.684   1.597 
  1.677   0.677   1.655 
  1.801   0.583   1.609 
  1.821   0.762   1.631 
  1.733   0.603   1.400 
  1.269   1.546   2.370 
  1.298   1.502   2.275 
  1.155   1.531   2.357 
  1.272   1.655   2.368 
  1.340   1.482   2.495 
  1.448   1.425   2.470 
  1.291   1.506   2.612 
  1.169   1.588   2.636 
  1.133   1.592   2.738 
  1.185   1.693   2.603 
  1.096   1.536   2.578 
  1.346   1.483   2.694 
  0.876   0.996   1.989 
  0.895   0.894   1.970 
  0.848   1.017   2.094 
  0.790   1.016   1.926 
  0.995   1.088   1.972 
  1.062   1.127   2.066 
  1.025   1.140   1.848 
  0.932   1.130   1.731 
  0.980   1.169   1.641 
  0.910   1.022   1.713 
  0.844   1.180   1.741 
  1.100   1.210   1.847 
  1.342   0.730   2.709 
  1.236   0.766   2.739 
  1.395   0.819   2.669 
  1.329   0.655   2.630 
  1.407   0.678   2.841 
  1.334   0.684   2.942 
  1.538   0.636   2.845 
  1.633   0.639   2.728 
  1.584   0.667   2.632 
  1.699   0.721   2.744 
  1.671   0.533   2.721 
  1.573   0.602   2.934 
  0.722   2.586   2.424 
  0.820   2.555   2.411 
  0.694   2.626   2.329 
  0.715   2.660   2.505 
  0.648   2.458   2.456 
  0.566   2.418   2.377 
  0.677   2.392   2.572 
  0.756   2.442   2.687 
  0.680   2.496   2.742 
  0.804   2.361   2.733 
  0.834   2.515   2.664 
  0.634   2.303   2.583 
  0.100   2.766   1.299 
  0.081   2.786   1.403 
  0.117   2.663   1.308 
  0.186   2.825   1.257 
 -0.027   2.795   1.223 
 -0.058   2.740   1.115 
 -0.096   2.903   1.261 
 -0.072   3.001   1.371 
  0.031   3.035   1.373 
 -0.136   3.086   1.354 
 -0.102   2.967   1.469 
 -0.164   2.934   1.199 
  0.147   0.077   1.848 
  0.212   0.159   1.885 
  0.039   0.104   1.863 
  0.166  -0.011   1.904 
  0.183   0.053   1.698 
  0.178   0.144   1.620 
  0.210  -0.070   1.653 
  0.212  -0.204   1.719 
  0.151  -0.211   1.809 
  0.184  -0.286   1.657 
  0.320  -0.226   1.747 
  0.218  -0.080   1.557 
  0.657   1.577   1.637 
  0.642   1.660   1.570 
  0.581   1.505   1.608 
  0.635   1.590   1.742 
  0.804   1.536   1.645 
  0.840   1.416   1.635 
  0.900   1.624   1.659 
  0.875   1.767   1.688 
  0.816   1.808   1.606 
  0.828   1.773   1.784 
  0.968   1.823   1.706 
  0.991   1.583   1.655 
  0.531   2.586   0.158 
  0.565   2.629   0.065 
  0.593   2.632   0.238 
  0.562   2.482   0.143 
  0.384   2.594   0.200 
  0.315   2.496   0.188 
  0.345   2.698   0.277 
  0.411   2.822   0.296 
  0.513   2.817   0.340 
  0.407   2.877   0.205 
  0.357   2.884   0.374 
  0.251   2.692   0.317 
  0.112   1.126   2.068 
  0.103   1.139   1.961 
  0.169   1.042   2.101 
  0.010   1.098   2.104 
  0.163   1.248   2.135 
  0.280   1.277   2.121 
  0.071   1.340   2.165 
 -0.079   1.318   2.159 
 -0.119   1.246   2.236 
 -0.118   1.417   2.177 
 -0.101   1.279   2.060 
  0.101   1.439   2.193 
  0.060   2.672   2.115 
  0.113   2.733   2.052 
  0.060   2.721   2.203 
  0.110   2.577   2.134 
 -0.080   2.650   2.060 
 -0.106   2.545   1.998 
 -0.162   2.748   2.078 
 -0.142   2.873   2.150 
 -0.139   2.850   2.251 
 -0.066   2.947   2.113 
 -0.228   2.932   2.155 
 -0.243   2.749   2.021 
  1.815   2.713   1.221 
  1.835   2.784   1.138 
  1.857   2.618   1.190 
  1.707   2.706   1.212 
  1.863   2.764   1.358 
  1.901   2.878   1.360 
  1.869   2.688   1.465 
  1.833   2.549   1.477 
  1.744   2.529   1.409 
  1.915   2.487   1.434 
  1.807   2.509   1.572 
  1.910   2.720   1.552 
  2.384   1.510   0.693 
  2.429   1.582   0.627 
  2.279   1.551   0.696 
  2.451   1.519   0.786 
  2.416   1.384   0.610 
  2.534   1.361   0.585 
  2.332   1.287   0.600 
  2.197   1.260   0.647 
  2.154   1.354   0.661 
  2.136   1.208   0.568 
  2.203   1.193   0.731 
  2.359   1.213   0.530 
  1.994   1.020   0.934 
  1.995   0.910   0.928 
  1.910   1.060   0.879 
  2.090   1.072   0.897 
  1.977   1.079   1.072 
  1.984   1.008   1.174 
  1.940   1.206   1.085 
  1.976   1.311   0.984 
  2.064   1.285   0.922 
  1.893   1.331   0.916 
  2.002   1.401   1.040 
  1.927   1.242   1.182 
  2.612   2.212   1.713 
  2.562   2.144   1.784 
  2.538   2.263   1.656 
  2.678   2.162   1.646 
  2.704   2.308   1.781 
  2.820   2.287   1.793 
  2.647   2.413   1.849 
  2.501   2.439   1.864 
  2.495   2.511   1.954 
  2.452   2.493   1.780 
  2.448   2.350   1.877 
  2.721   2.470   1.896 
  1.477   0.976   0.190 
  1.424   0.903   0.115 
  1.549   1.041   0.138 
  1.534   0.919   0.264 
  1.386   1.064   0.275 
  1.272   1.032   0.292 
  1.428   1.175   0.332 
  1.558   1.225   0.357 
  1.583   1.310   0.300 
  1.555   1.273   0.459 
  1.643   1.155   0.345 
  1.356   1.230   0.378 
  0.170   0.623   2.123 
  0.240   0.632   2.034 
  0.141   0.727   2.157 
  0.226   0.567   2.200 
  0.050   0.537   2.086 
  0.066   0.440   2.010 
 -0.075   0.580   2.091 
 -0.152   0.674   2.176 
 -0.146   0.642   2.286 
 -0.115   0.773   2.166 
 -0.256   0.677   2.147 
 -0.129   0.522   2.030 
  1.833   1.486   2.641 
  1.885   1.518   2.732 
  1.728   1.522   2.640 
  1.833   1.376   2.640 
  1.918   1.527   2.524 
  1.995   1.448   2.470 
  1.901   1.651   2.485 
  1.809   1.745   2.521 
  1.836   1.777   2.627 
  1.815   1.829   2.453 
  1.713   1.694   2.526 
  1.970   1.683   2.418 
  2.534   1.846   2.744 
  2.631   1.803   2.751 
  2.464   1.807   2.823 
  2.494   1.807   2.649 
  2.535   2.004   2.729 
  2.499   2.079   2.824 
  2.567   2.057   2.611 
  2.610   1.990   2.483 
  2.607   2.059   2.395 
  2.708   1.950   2.502 
  2.551   1.905   2.465 
  2.541   2.153   2.603 
  0.894   1.699   0.375 
  0.815   1.674   0.307 
  0.932   1.600   0.406 
  0.854   1.742   0.461 
  1.008   1.785   0.314 
  1.012   1.908   0.320 
  1.101   1.724   0.246 
  1.110   1.575   0.213 
  1.177   1.548   0.136 
  1.141   1.517   0.300 
  1.008   1.541   0.177 
  1.175   1.790   0.223 
  2.741   2.714   1.681 
  2.682   2.729   1.770 
  2.829   2.656   1.702 
  2.772   2.809   1.635 
  2.654   2.638   1.579 
  2.530   2.656   1.581 
  2.706   2.537   1.512 
  2.845   2.509   1.496 
  2.892   2.605   1.470 
  2.881   2.472   1.590 
  2.853   2.432   1.414 
  2.637   2.489   1.448 
  2.732   2.441   0.524 
  2.727   2.515   0.446 
  2.814   2.475   0.597 
  2.754   2.351   0.470 
  2.590   2.450   0.589 
  2.527   2.556   0.582 
  2.538   2.351   0.662 
  2.609   2.219   0.675 
  2.548   2.164   0.745 
  2.597   2.159   0.582 
  2.715   2.226   0.706 
  2.444   2.366   0.702 
  0.559   0.791   2.053 
  0.623   0.816   1.964 
  0.622   0.747   2.129 
  0.471   0.730   2.040 
  0.504   0.921   2.122 
  0.478   0.925   2.243 
  0.474   1.023   2.048 
  0.471   1.026   1.904 
  0.399   1.103   1.867 
  0.570   1.067   1.889 
  0.456   0.933   1.855 
  0.441   1.100   2.100 
  0.931   0.202   1.775 
  0.859   0.267   1.823 
  1.024   0.197   1.835 
  0.948   0.238   1.673 
  0.878   0.058   1.772 
  0.774   0.037   1.833 
  0.945  -0.036   1.708 
  1.080  -0.019   1.649 
  1.143   0.033   1.716 
  1.129  -0.114   1.618 
  1.067   0.037   1.558 
  0.911  -0.131   1.714 
  0.698   2.231   1.478 
  0.628   2.283   1.424 
  0.676   2.232   1.587 
  0.793   2.272   1.481 
  0.715   2.094   1.413 
  0.800   2.087   1.330 
  0.613   2.005   1.420 
  0.508   2.002   1.520 
  0.515   1.915   1.578 
  0.507   2.080   1.593 
  0.407   1.990   1.481 
  0.630   1.919   1.367 
  2.505   0.380   1.769 
  2.468   0.283   1.740 
  2.443   0.436   1.835 
  2.504   0.436   1.676 
  2.643   0.379   1.834 
  2.655   0.415   1.954 
  2.751   0.336   1.772 
  2.764   0.306   1.627 
  2.869   0.316   1.592 
  2.748   0.197   1.610 
  2.696   0.364   1.558 
  2.832   0.342   1.826 
  2.258   1.986   1.189 
  2.152   1.957   1.183 
  2.294   1.948   1.291 
  2.254   2.093   1.190 
  2.352   1.947   1.071 
  2.357   2.014   0.973 
  2.422   1.827   1.077 
  2.506   1.780   0.973 
  2.443   1.755   0.879 
