0 0.00050117153
13.33777 0.0035450629
26.675539 0.0045521213
40.013309 0.0051909028
53.351078 0.0053345582
66.688848 0.0055990308
80.026618 0.0057541212
93.364387 0.0058069009
106.70216 0.0057177564
120.03993 0.0051896737
133.3777 0.0050083898
146.71547 0.0047819518
160.05324 0.0043596688
173.391 0.0041182298
186.72877 0.0040405746
200.06654 0.0046890375
213.40431 0.0051181709
226.74208 0.0041378941
240.07985 0.0036558108
253.41762 0.0030562449
266.75539 0.0026879362
280.09316 0.0022855119
293.43093 0.0019543845
306.7687 0.0024776936
320.10647 0.0037130952
333.44424 0.0031146177
346.78201 0.0026275657
360.11978 0.0032817313
373.45755 0.002980461
386.79532 0.0023962365
400.13309 0.0020436099
413.47086 0.0017015965
426.80863 0.0014139778
440.1464 0.0011974789
453.48417 0.0010339516
466.82194 0.00091189951
480.15971 0.00076594867
493.49748 0.0011285535
506.83525 0.0032368925
520.17301 0.0015471737
533.51078 0.00095766669
546.84855 0.0018181006
560.18632 0.0032521886
573.52409 0.0018376966
586.86186 0.0009117103
600.19963 0.0011620322
613.5374 0.0014323478
626.87517 0.0019253343
640.21294 0.0021840839
653.55071 0.00210595
666.88848 0.0021541622
680.22625 0.0025760539
693.56402 0.0027943571
706.90179 0.0028292927
720.23956 0.003395334
733.57733 0.0033383398
746.9151 0.0041440773
760.25287 0.0039173375
773.59064 0.0022888419
786.92841 0.0014583068
800.26618 0.001310965
813.60395 0.001764994
826.94172 0.0024468741
840.27949 0.0033502766
853.61726 0.0046463233
866.95502 0.0068153504
880.29279 0.010268574
893.63056 0.014390474
906.96833 0.01535547
920.3061 0.013394316
933.64387 0.009966668
946.98164 0.0071457108
960.31941 0.0052842597
973.65718 0.0039206145
986.99495 0.0029915439
1000.3327 0.002387742
1013.6705 0.003252092
1027.0083 0.0056607957
1040.346 0.0044344278
1053.6838 0.0032813404
1067.0216 0.0024850199
1080.3593 0.0019861276
1093.6971 0.0015770746
1107.0349 0.0012226415
1120.3726 0.00095945873
1133.7104 0.00075587886
1147.0482 0.00068675331
1160.386 0.00080322751
1173.7237 0.0010546314
1187.0615 0.0014359458
1200.3993 0.0018538896
1213.737 0.0024056065
1227.0748 0.0030534605
1240.4126 0.0038996673
1253.7503 0.0044722027
1267.0881 0.0059218059
1280.4259 0.0082460463
1293.7637 0.012994478
1307.1014 0.013035813
1320.4392 0.015746824
1333.777 0.022066605
1347.1147 0.024498009
1360.4525 0.020677342
1373.7903 0.016046022
1387.128 0.011415522
1400.4658 0.0085791372
1413.8036 0.0075533251
1427.1413 0.010469319
1440.4791 0.0087668853
1453.8169 0.0073352023
1467.1547 0.0064587023
1480.4924 0.0058657251
1493.8302 0.0052692244
1507.168 0.0046857007
1520.5057 0.0039955096
1533.8435 0.0038442353
1547.1813 0.0059601509
1560.519 0.0049398518
1573.8568 0.0044276417
1587.1946 0.0041107133
1600.5324 0.0038904459
1613.8701 0.0037045223
1627.2079 0.0034704944
1640.5457 0.0033623448
1653.8834 0.0031919234
1667.2212 0.0030184438
1680.559 0.0028086621
1693.8967 0.0026831493
1707.2345 0.0019819385
1720.5723 0.0057971258
1733.91 0.0034690708
1747.2478 0.0030242572
1760.5856 0.0028175998
1773.9234 0.0026864945
1787.2611 0.0025921345
1800.5989 0.0025101137
1813.9367 0.0024392691
1827.2744 0.0023718702
1840.6122 0.002302099
1853.95 0.0022317034
1867.2877 0.0021632372
1880.6255 0.0021112985
1893.9633 0.0020568818
1907.3011 0.0020045409
1920.6388 0.0019487101
1933.9766 0.0018928466
1947.3144 0.001856576
1960.6521 0.0018145404
1973.9899 0.0017819977
1987.3277 0.0017380648
2000.6654 0.001705296
2014.0032 0.00166523
2027.341 0.0016188831
2040.6788 0.0015659545
2054.0165 0.0015162782
2067.3543 0.00148281
2080.6921 0.0014769004
2094.0298 0.0014784233
2107.3676 0.0014770996
2120.7054 0.0014285973
2134.0431 0.0013750344
2147.3809 0.0013262331
2160.7187 0.0012828593
2174.0564 0.0012415799
2187.3942 0.001212241
2200.732 0.0011928224
2214.0698 0.0011823288
2227.4075 0.0011675001
2240.7453 0.0011569184
2254.0831 0.0011454512
2267.4208 0.0011123978
2280.7586 0.0010750957
2294.0964 0.001035938
2307.4341 0.00099401562
2320.7719 0.00096013774
2334.1097 0.00092372711
2347.4475 0.00089344138
2360.7852 0.00085688239
2374.123 0.00082298129
2387.4608 0.00078609395
2400.7985 0.0007479225
2414.1363 0.00071042324
2427.4741 0.00067817663
2440.8118 0.00066259299
2454.1496 0.0006316092
2467.4874 0.00059212699
2480.8251 0.00055394088
2494.1629 0.00051961211
2507.5007 0.00049130796
2520.8385 0.00047054135
2534.1762 0.00045674757
2547.514 0.00045574582
2560.8518 0.00047394777
2574.1895 0.00051384574
2587.5273 0.00056016356
2600.8651 0.00060409348
2614.2028 0.00064539798
2627.5406 0.0007278674
2640.8784 0.00081351354
2654.2162 0.00091792855
2667.5539 0.00098823209
2680.8917 0.0010181882
2694.2295 0.0010732469
2707.5672 0.0011345553
2720.905 0.0012238577
2734.2428 0.0013529762
2747.5805 0.0015602871
2760.9183 0.0017903357
2774.2561 0.0020102956
2787.5938 0.0022776756
2800.9316 0.0025901147
2814.2694 0.0030326263
2827.6072 0.0036740685
2840.9449 0.004003387
2854.2827 0.004686964
2867.6205 0.0060297255
2880.9582 0.0086407927
2894.296 0.013500483
2907.6338 0.010075434
2920.9715 0.0053491051
2934.3093 0.0028165267
2947.6471 0.0034961693
2960.9849 0.0058256854
2974.3226 0.010636617
2987.6604 0.026544218
3000.9982 0.033251808
3014.3359 0.018069389
3027.6737 0.012159391
3041.0115 0.0092698214
3054.3492 0.0076311926
3067.687 0.0065889698
3081.0248 0.0058277525
3094.3626 0.00529232
3107.7003 0.0047994528
3121.0381 0.0043885114
3134.3759 0.0041027212
3147.7136 0.0038512244
3161.0514 0.0035720436
3174.3892 0.0032965788
3187.7269 0.0030491884
3201.0647 0.0028133616
3214.4025 0.0025714867
3227.7402 0.0023112151
3241.078 0.0020092609
3254.4158 0.0016677835
3267.7536 0.001311211
3281.0913 0.00082831989
3294.4291 0.0030346323
3307.7669 0.013202635
3321.1046 0.010131214
3334.4424 0.0060363716
3347.7802 0.0046445925
3361.1179 0.004011784
3374.4557 0.0036257378
3387.7935 0.0033779363
3401.1313 0.0031662738
3414.469 0.0030036752
3427.8068 0.0028604087
3441.1446 0.0028018625
3454.4823 0.0027041074
3467.8201 0.0026128667
3481.1579 0.0025371493
3494.4956 0.002470361
3507.8334 0.0024098315
3521.1712 0.0023556479
3534.5089 0.0023052268
3547.8467 0.0022591948
3561.1845 0.0022178005
3574.5223 0.0021774708
3587.86 0.0021390329
3601.1978 0.0021029335
3614.5356 0.0020682136
3627.8733 0.0020414147
3641.2111 0.0020152087
3654.5489 0.0019849294
3667.8866 0.0019570581
3681.2244 0.0019304889
3694.5622 0.0019050457
3707.9 0.0018805399
3721.2377 0.0018572194
3734.5755 0.0018345379
3747.9133 0.0018135727
3761.251 0.0017933377
3774.5888 0.0017733677
3787.9266 0.0017547796
3801.2643 0.001738409
3814.6021 0.0017223713
3827.9399 0.00170598
3841.2776 0.0016881565
3854.6154 0.0016698957
3867.9532 0.0016519219
3881.291 0.0016364148
3894.6287 0.0016254557
3907.9665 0.0016178439
3921.3043 0.0016053132
3934.642 0.0015920274
3947.9798 0.0015769414
3961.3176 0.0015641277
3974.6553 0.0015524904
3987.9931 0.0015405069
4001.3309 0.0015284192
4014.6687 0.001519922
4028.0064 0.0015089744
4041.3442 0.0014997831
4054.682 0.001490802
4068.0197 0.001477702
4081.3575 0.0014662616
4094.6953 0.0014540644
4108.033 0.001442935
4121.3708 0.0014324418
